"Date","Price","Open","High","Low","Change %"
"09/29/2014","124.77","124.50","124.88","124.39","0.27%"
"09/26/2014","124.44","124.78","124.92","124.34","-0.25%"
"09/25/2014","124.75","124.28","124.84","124.27","0.38%"
"09/24/2014","124.28","124.56","124.59","124.25","-0.20%"
"09/23/2014","124.53","124.27","124.59","124.25","0.20%"
"09/22/2014","124.28","124.03","124.39","124.03","-0.14%"
"09/19/2014","124.45","124.25","124.52","123.94","0.14%"
"09/18/2014","124.28","124.36","124.50","124.14","-0.25%"
"09/17/2014","124.59","124.70","125.12","124.38","-0.09%"
"09/16/2014","124.70","124.72","125.05","124.67","0.03%"
"09/15/2014","124.66","124.56","124.73","124.44","0.14%"
"09/12/2014","124.48","124.81","124.88","124.47","-0.38%"
"09/11/2014","124.95","124.86","125.11","124.80","0.02%"
"09/10/2014","124.92","125.06","125.16","124.81","-0.15%"
"09/09/2014","125.11","125.33","125.38","125.06","-0.25%"
"09/08/2014","125.42","125.61","125.83","125.34","-0.09%"
"09/05/2014","125.53","125.45","126.16","125.31","0.04%"
"09/04/2014","125.48","125.83","126.08","125.41","-0.24%"
"09/03/2014","125.78","125.83","125.86","125.36","-0.02%"
"09/02/2014","125.80","126.28","126.31","125.66","0.10%"
"09/01/2014","125.68","125.75","125.76","125.63","-0.51%"
"08/29/2014","126.33","126.38","126.47","126.23","-0.06%"
"08/28/2014","126.41","126.25","126.58","126.23","0.14%"
"08/27/2014","126.23","126.00","126.31","125.97","0.16%"
"08/26/2014","126.03","125.98","126.20","125.94","0.06%"
"08/25/2014","125.95","125.84","126.08","125.81","0.05%"
"08/22/2014","125.89","126.00","126.23","125.61","-0.10%"
"08/21/2014","126.02","125.92","126.12","125.78","0.08%"
"08/20/2014","125.92","126.25","126.30","125.80","-0.24%"
"08/19/2014","126.22","126.28","126.59","126.20","-0.11%"
"08/18/2014","126.36","126.62","126.66","126.25","-0.22%"
"08/15/2014","126.64","126.25","127.03","126.17","0.27%"
"08/14/2014","126.30","126.12","126.44","126.02","0.13%"
"08/13/2014","126.14","125.80","126.22","125.56","0.25%"
"08/12/2014","125.83","125.86","126.00","125.77","-0.07%"
"08/11/2014","125.92","125.83","126.00","125.73","-0.04%"
"08/08/2014","125.97","125.95","126.55","125.86","0.04%"
"08/07/2014","125.92","125.52","126.02","125.39","0.33%"
"08/06/2014","125.50","125.34","125.77","125.31","0.09%"
"08/05/2014","125.39","125.44","125.55","125.09","0.01%"
"08/04/2014","125.38","125.25","125.56","125.17","0.10%"
"08/01/2014","125.25","124.64","125.39","124.41","0.51%"
"07/31/2014","124.61","124.69","124.77","124.23","-0.04%"
"07/30/2014","124.66","125.34","125.42","124.44","-0.57%"
"07/29/2014","125.38","125.16","125.44","125.03","0.21%"
"07/28/2014","125.12","125.30","125.33","125.06","-0.15%"
"07/25/2014","125.31","125.11","125.36","124.94","0.21%"
"07/24/2014","125.05","125.41","125.47","124.95","-0.30%"
"07/23/2014","125.42","125.42","125.55","125.30","0.01%"
"07/22/2014","125.41","125.31","125.45","125.06","0.11%"
"07/21/2014","125.27","125.23","125.52","125.19","-0.01%"
"07/18/2014","125.28","125.59","125.73","125.16","-0.06%"
"07/17/2014","125.36","124.98","125.67","124.97","0.38%"
"07/16/2014","124.89","124.92","125.05","124.75","-0.02%"
"07/15/2014","124.91","124.98","125.25","124.75","-0.05%"
"07/14/2014","124.97","125.22","125.25","124.97","-0.20%"
"07/11/2014","125.22","125.12","125.38","125.03","0.04%"
"07/10/2014","125.17","124.91","125.48","124.91","0.15%"
"07/09/2014","124.98","124.77","125.00","124.42","0.18%"
"07/08/2014","124.75","124.41","124.88","124.33","0.29%"
"07/07/2014","124.39","124.22","124.42","124.06","0.12%"
"07/04/2014","124.24","124.24","124.29","124.15","0.02%"
"07/03/2014","124.22","124.44","124.50","123.81","-0.14%"
"07/02/2014","124.39","124.86","124.98","124.38","-0.39%"
"07/01/2014","124.88","125.08","125.16","124.81","-0.23%"
"06/30/2014","125.17","125.09","125.23","124.95","0.06%"
"06/27/2014","125.09","125.00","125.28","124.98","0.01%"
"06/26/2014","125.08","124.77","125.17","124.70","0.22%"
"06/25/2014","124.80","124.59","125.08","124.55","0.19%"
"06/24/2014","124.56","124.25","124.64","124.22","0.23%"
"06/23/2014","124.27","124.38","124.53","124.22","0.00%"
"06/20/2014","124.27","124.38","124.45","124.08","-0.77%"
"06/19/2014","125.23","125.39","125.61","125.16","0.11%"
"06/18/2014","125.09","124.75","125.34","124.70","0.27%"
"06/17/2014","124.75","125.16","125.25","124.75","-0.34%"
"06/16/2014","125.17","125.28","125.38","125.05","0.00%"
"06/13/2014","125.17","125.25","125.28","124.86","-0.19%"
"06/12/2014","125.41","124.91","125.47","124.81","0.35%"
"06/11/2014","124.97","124.80","125.12","124.69","0.06%"
"06/10/2014","124.89","125.12","125.20","124.80","-0.14%"
"06/09/2014","125.06","125.25","125.25","124.95","-0.14%"
"06/06/2014","125.23","125.42","125.80","125.19","-0.10%"
"06/05/2014","125.36","125.20","125.53","124.91","0.16%"
"06/04/2014","125.16","125.20","125.45","125.05","-0.09%"
"06/03/2014","125.27","125.75","125.83","125.19","-0.36%"
"06/02/2014","125.72","126.14","126.20","125.64","-0.48%"
"05/30/2014","126.33","126.25","126.34","126.03","-0.06%"
"05/29/2014","126.41","126.42","126.77","126.22","-0.06%"
"05/28/2014","126.48","125.89","126.53","125.88","0.45%"
"05/27/2014","125.91","125.75","125.92","125.61","0.78%"
"05/26/2014","124.94","124.93","125.03","124.88","-0.68%"
"05/23/2014","125.80","125.66","125.91","125.61","0.14%"
"05/22/2014","125.62","125.80","125.88","125.56","-0.15%"
"05/21/2014","125.81","125.95","126.11","125.56","-0.15%"
"05/20/2014","126.00","125.67","126.05","125.62","0.21%"
"05/19/2014","125.73","125.69","126.05","125.66","-0.04%"
"05/16/2014","125.78","125.94","126.02","125.69","-0.11%"
"05/15/2014","125.92","125.58","126.16","125.39","0.24%"
"05/14/2014","125.62","125.09","125.81","125.03","0.45%"
"05/13/2014","125.06","124.72","125.14","124.64","0.26%"
"05/12/2014","124.73","124.97","124.98","124.67","-0.22%"
"05/09/2014","125.00","125.00","125.19","124.91","-0.09%"
"05/08/2014","125.11","124.84","125.16","124.77","0.18%"
"05/07/2014","124.88","124.66","124.97","124.47","0.19%"
"05/06/2014","124.64","124.58","124.70","124.44","0.05%"
"05/05/2014","124.58","124.70","124.89","124.52","-0.06%"
"05/02/2014","124.66","124.58","124.91","123.78","0.00%"
"05/01/2014","124.66","124.42","124.80","124.30","0.19%"
"04/30/2014","124.42","124.02","124.45","123.81","0.34%"
"04/29/2014","124.00","123.91","124.06","123.69","-0.07%"
"04/28/2014","124.09","124.06","124.20","123.75","0.02%"
"04/25/2014","124.06","123.97","124.31","123.92","0.11%"
"04/24/2014","123.92","123.83","124.06","123.59","-0.02%"
"04/23/2014","123.95","123.75","124.09","123.66","0.27%"
"04/22/2014","123.62","123.75","123.89","123.50","-0.09%"
"04/21/2014","123.73","123.72","123.95","123.58","-0.02%"
"04/17/2014","123.75","124.41","124.55","123.62","-0.51%"
"04/16/2014","124.38","124.56","124.64","124.30","-0.17%"
"04/15/2014","124.59","124.50","124.88","124.36","0.00%"
"04/14/2014","124.59","124.83","125.08","124.45","-0.17%"
"04/11/2014","124.80","124.52","124.94","124.47","0.08%"
"04/10/2014","124.70","124.19","124.91","124.14","0.40%"
"04/09/2014","124.20","124.02","124.27","123.72","0.12%"
"04/08/2014","124.05","123.81","124.09","123.70","0.15%"
"04/07/2014","123.86","123.66","124.00","123.62","0.15%"
"04/04/2014","123.67","122.89","123.72","122.70","0.57%"
"04/03/2014","122.97","122.89","123.09","122.83","0.04%"
"04/02/2014","122.92","123.41","123.42","122.84","-0.36%"
"04/01/2014","123.36","123.53","123.55","123.28","-0.11%"
"03/31/2014","123.50","123.45","123.55","123.12","-0.05%"
"03/28/2014","123.56","123.75","123.91","123.41","-0.24%"
"03/27/2014","123.86","123.81","123.95","123.58","0.05%"
"03/26/2014","123.80","123.34","123.92","123.28","0.27%"
"03/25/2014","123.47","123.42","123.56","123.27","0.04%"
"03/24/2014","123.42","123.47","123.53","123.08","-0.02%"
"03/21/2014","123.45","123.45","123.55","123.27","-1.19%"
"03/20/2014","124.94","125.03","125.17","124.84","-0.10%"
"03/19/2014","125.06","126.16","126.17","124.77","-0.79%"
"03/18/2014","126.06","125.91","126.19","125.88","0.14%"
"03/17/2014","125.89","126.23","126.31","125.89","-0.30%"
"03/14/2014","126.27","126.28","126.58","126.08","0.04%"
"03/13/2014","126.22","125.59","126.31","125.41","0.45%"
"03/12/2014","125.66","125.30","125.81","125.30","0.22%"
"03/11/2014","125.38","125.20","125.42","125.11","0.10%"
"03/10/2014","125.25","125.16","125.34","125.05","0.09%"
"03/07/2014","125.14","125.69","125.75","124.94","-0.37%"
"03/06/2014","125.61","125.89","125.94","125.48","-0.26%"
"03/05/2014","125.94","125.91","126.05","125.67","0.02%"
"03/04/2014","125.92","126.55","126.58","125.83","-0.52%"
"03/03/2014","126.58","126.73","126.75","126.27","0.37%"
"02/28/2014","126.11","126.33","126.42","125.77","-0.16%"
"02/27/2014","126.31","126.14","126.41","126.05","0.18%"
"02/26/2014","126.08","125.80","126.17","125.69","0.20%"
"02/25/2014","125.83","125.53","125.88","125.48","0.29%"
"02/24/2014","125.47","125.61","125.75","125.36","-0.11%"
"02/21/2014","125.61","125.53","125.64","125.27","0.09%"
"02/20/2014","125.50","125.67","126.06","125.36","-0.18%"
"02/19/2014","125.73","125.94","126.28","125.66","-0.17%"
"02/18/2014","125.95","125.66","126.06","125.52","0.25%"
"02/14/2014","125.64","125.77","125.97","125.56","-0.09%"
"02/13/2014","125.75","125.27","125.81","125.25","0.40%"
"02/12/2014","125.25","125.52","125.61","125.09","-0.26%"
"02/11/2014","125.58","125.95","125.98","125.45","-0.29%"
"02/10/2014","125.94","125.86","126.11","125.83","-0.02%"
"02/07/2014","125.97","125.61","126.28","125.22","0.29%"
"02/06/2014","125.61","125.84","125.95","125.53","-0.21%"
"02/05/2014","125.88","126.09","126.47","125.80","-0.21%"
"02/04/2014","126.14","126.41","126.47","126.06","-0.22%"
"02/03/2014","126.42","125.78","126.50","125.61","0.53%"
"01/31/2014","125.75","125.44","125.91","125.34","0.24%"
"01/30/2014","125.45","125.56","125.64","125.19","-0.14%"
"01/29/2014","125.62","124.84","125.73","124.72","0.43%"
"01/28/2014","125.08","124.98","125.12","124.66","0.22%"
"01/27/2014","124.81","125.20","125.30","124.81","-0.20%"
"01/24/2014","125.06","124.72","125.50","124.67","0.22%"
"01/23/2014","124.78","123.91","124.91","123.84","0.65%"
"01/22/2014","123.97","124.31","124.38","123.89","-0.33%"
"01/21/2014","124.38","124.45","124.58","124.00","-0.03%"
"01/17/2014","124.42","124.30","124.50","124.16","0.12%"
"01/16/2014","124.27","123.92","124.38","123.86","0.24%"
"01/15/2014","123.97","124.12","124.27","123.75","-0.16%"
"01/14/2014","124.17","124.56","124.58","124.11","-0.33%"
"01/13/2014","124.58","124.27","124.64","124.23","0.23%"
"01/10/2014","124.30","123.31","124.36","123.27","0.79%"
"01/09/2014","123.33","123.12","123.36","123.02","0.18%"
"01/08/2014","123.11","123.61","123.61","123.00","-0.47%"
"01/07/2014","123.69","123.48","123.69","123.41","0.18%"
"01/06/2014","123.47","123.09","123.59","122.94","0.24%"
"01/03/2014","123.17","123.16","123.39","123.05","-0.04%"
"01/02/2014","123.22","122.80","123.28","122.78","0.14%"
"12/31/2013","123.05","123.23","123.28","122.77","-0.14%"
"12/30/2013","123.22","123.03","123.28","122.84","0.20%"
"12/27/2013","122.98","123.02","123.22","122.83","0.00%"
"12/26/2013","122.98","123.06","123.09","122.91","-0.06%"
"12/24/2013","123.05","123.44","123.55","123.00","-0.32%"
"12/23/2013","123.44","123.72","123.75","123.41","-0.23%"
"12/20/2013","123.73","123.69","123.88","123.27","-0.95%"
"12/19/2013","124.92","125.42","125.48","124.72","-0.50%"
"12/18/2013","125.55","125.83","125.94","125.14","-0.22%"
"12/17/2013","125.83","125.56","125.89","125.56","0.24%"
"12/16/2013","125.53","125.61","125.80","125.47","-0.02%"
"12/13/2013","125.56","125.58","125.70","125.45","0.00%"
"12/12/2013","125.56","125.73","125.86","125.44","-0.20%"
"12/11/2013","125.81","126.06","126.12","125.70","-0.29%"
"12/10/2013","126.17","125.77","126.22","125.77","0.38%"
"12/09/2013","125.69","125.59","125.94","125.59","0.09%"
"12/06/2013","125.58","125.66","125.94","125.12","-0.12%"
"12/05/2013","125.73","125.97","126.05","125.52","-0.17%"
"12/04/2013","125.94","126.33","126.41","125.78","-0.36%"
"12/03/2013","126.39","126.17","126.52","126.09","0.18%"
"12/02/2013","126.16","126.50","126.59","126.02","-0.38%"
"11/29/2013","126.64","126.67","126.70","126.47","-0.09%"
"11/27/2013","126.75","126.94","126.97","126.41","-0.24%"
"11/26/2013","127.06","126.77","127.06","126.67","0.31%"
"11/25/2013","126.67","126.61","126.81","126.42","0.07%"
"11/22/2013","126.58","126.39","126.64","126.28","0.17%"
"11/21/2013","126.36","126.28","126.47","125.91","0.00%"
"11/20/2013","126.36","126.73","127.08","126.22","-0.29%"
"11/19/2013","126.73","127.09","127.17","126.70","-0.25%"
"11/18/2013","127.05","126.70","127.16","126.66","0.22%"
"11/15/2013","126.77","126.89","126.97","126.58","-0.06%"
"11/14/2013","126.84","126.67","126.97","126.42","0.38%"
"11/13/2013","126.36","125.89","126.77","125.86","0.36%"
"11/12/2013","125.91","126.02","126.09","125.72","-0.10%"
"11/11/2013","126.03","126.08","126.27","126.00","-0.06%"
"11/08/2013","126.11","127.19","127.70","125.95","-0.81%"
"11/07/2013","127.14","126.91","127.42","126.86","0.17%"
"11/06/2013","126.92","126.55","127.03","126.50","0.28%"
"11/05/2013","126.56","126.94","127.05","126.39","-0.33%"
"11/04/2013","126.98","126.69","127.06","126.67","0.16%"
"11/01/2013","126.78","127.23","127.28","126.69","-0.46%"
"10/31/2013","127.36","127.47","127.77","127.08","-0.13%"
"10/30/2013","127.52","127.69","128.06","127.30","-0.16%"
"10/29/2013","127.72","127.52","127.75","127.44","0.13%"
"10/28/2013","127.56","127.56","127.66","127.38","-0.04%"
"10/25/2013","127.61","127.41","127.67","127.34","0.16%"
"10/24/2013","127.41","127.55","127.77","127.38","-0.20%"
"10/23/2013","127.66","127.47","127.80","127.47","0.13%"
"10/22/2013","127.50","126.77","127.52","126.72","0.59%"
"10/21/2013","126.75","126.89","126.97","126.64","-0.11%"
"10/18/2013","126.89","126.89","127.36","126.81","-0.05%"
"10/17/2013","126.95","126.30","127.00","126.23","0.54%"
"10/16/2013","126.27","125.78","126.31","125.52","0.33%"
"10/15/2013","125.86","125.77","126.08","125.66","-0.05%"
"10/14/2013","125.92","126.34","126.36","125.67","-0.15%"
"10/11/2013","126.11","126.02","126.41","125.94","0.10%"
"10/10/2013","125.98","126.16","126.19","125.67","-0.23%"
"10/09/2013","126.27","126.27","126.50","126.05","0.00%"
"10/08/2013","126.27","126.33","126.50","126.09","-0.02%"
"10/07/2013","126.30","126.28","126.56","126.27","0.09%"
"10/04/2013","126.19","126.59","126.64","126.12","-0.31%"
"10/03/2013","126.58","126.44","126.86","126.16","0.15%"
"10/02/2013","126.39","126.02","126.66","125.95","0.21%"
"10/01/2013","126.12","126.42","126.44","126.00","-0.21%"
"09/30/2013","126.39","126.55","126.67","126.09","0.04%"
"09/27/2013","126.34","126.02","126.48","125.91","0.20%"
"09/26/2013","126.09","126.14","126.25","125.92","-0.15%"
"09/25/2013","126.28","125.86","126.31","125.80","0.27%"
"09/24/2013","125.94","125.53","126.05","125.50","0.39%"
"09/23/2013","125.45","125.27","125.61","125.08","0.12%"
"09/20/2013","125.30","125.14","125.44","124.92","-0.65%"
"09/19/2013","126.12","126.80","126.92","126.11","-0.36%"
"09/18/2013","126.58","125.30","126.89","124.84","1.09%"
"09/17/2013","125.22","125.27","125.45","125.11","0.13%"
"09/16/2013","125.06","125.70","125.86","125.03","0.31%"
"09/13/2013","124.67","124.50","124.81","124.12","0.09%"
"09/12/2013","124.56","124.62","124.94","124.48","0.02%"
"09/11/2013","124.53","124.03","124.59","124.03","0.30%"
"09/10/2013","124.16","124.31","124.34","123.97","-0.26%"
"09/09/2013","124.48","124.08","124.61","124.03","0.32%"
"09/06/2013","124.08","123.42","124.72","123.33","0.45%"
"09/05/2013","123.53","124.16","124.23","123.41","-0.53%"
"09/04/2013","124.19","124.59","124.69","124.11","-0.38%"
"09/03/2013","124.66","125.00","125.00","124.14","-0.54%"
"08/30/2013","125.34","125.41","125.58","125.05","-0.13%"
"08/29/2013","125.50","125.38","125.56","124.84","0.18%"
"08/28/2013","125.27","125.75","125.84","125.14","-0.37%"
"08/27/2013","125.73","125.16","125.88","125.03","0.54%"
"08/26/2013","125.05","124.94","125.27","124.80","0.15%"
"08/23/2013","124.86","124.39","125.05","124.00","0.47%"
"08/22/2013","124.27","124.47","124.56","124.08","-0.36%"
"08/21/2013","124.72","125.16","125.23","124.39","-0.36%"
"08/20/2013","125.17","124.66","125.28","124.66","0.45%"
"08/19/2013","124.61","125.02","125.02","124.48","-0.30%"
"08/16/2013","124.98","125.42","125.47","124.66","-0.41%"
"08/15/2013","125.50","125.80","125.88","124.81","-0.22%"
"08/14/2013","125.78","125.67","125.91","125.56","0.06%"
"08/13/2013","125.70","126.52","126.52","125.58","-0.73%"
"08/12/2013","126.62","126.80","126.98","126.48","-0.15%"
"08/09/2013","126.81","126.75","126.88","126.64","0.00%"
"08/08/2013","126.81","126.64","126.91","126.58","0.13%"
"08/07/2013","126.64","126.36","126.75","126.33","0.22%"
"08/06/2013","126.36","126.38","126.48","126.19","0.02%"
"08/05/2013","126.34","126.56","126.64","126.17","-0.19%"
"08/02/2013","126.58","125.50","126.62","125.16","0.96%"
"08/01/2013","125.38","126.50","126.55","125.36","-0.84%"
"07/31/2013","126.44","126.41","126.62","125.53","0.02%"
"07/30/2013","126.42","126.44","126.66","126.36","-0.09%"
"07/29/2013","126.53","126.62","126.81","126.38","-0.13%"
"07/26/2013","126.69","126.59","126.81","126.45","0.31%"
"07/25/2013","126.30","126.44","126.67","126.09","-0.09%"
"07/24/2013","126.42","127.03","127.05","126.11","-0.42%"
"07/23/2013","126.95","127.20","127.22","126.78","-0.13%"
"07/22/2013","127.11","127.08","127.31","127.06","0.02%"
"07/19/2013","127.09","126.78","127.16","126.70","0.27%"
"07/18/2013","126.75","126.98","127.28","126.61","-0.21%"
"07/17/2013","127.02","126.58","127.31","126.34","0.34%"
"07/16/2013","126.59","126.59","126.83","126.44","0.07%"
"07/15/2013","126.50","126.16","126.61","125.81","0.33%"
"07/12/2013","126.09","126.25","126.80","126.06","-0.17%"
"07/11/2013","126.31","125.88","126.50","125.84","0.82%"
"07/10/2013","125.28","125.47","125.72","125.16","-0.18%"
"07/09/2013","125.50","125.34","125.61","125.12","0.18%"
"07/08/2013","125.28","124.62","125.34","124.36","0.50%"
"07/05/2013","124.66","126.20","126.61","124.48","-1.35%"
"07/03/2013","126.36","126.58","127.08","126.19","-0.20%"
"07/02/2013","126.61","126.66","126.81","126.42","0.06%"
"07/01/2013","126.53","126.38","126.69","125.97","-0.02%"
"06/28/2013","126.56","126.70","126.92","125.98","-0.06%"
"06/27/2013","126.64","126.22","126.78","126.06","0.38%"
"06/26/2013","126.16","125.61","126.44","125.33","0.37%"
"06/25/2013","125.70","126.02","126.55","125.52","-0.20%"
"06/24/2013","125.95","126.22","126.25","125.02","-0.25%"
"06/21/2013","126.27","127.08","127.38","126.02","-0.65%"
"06/20/2013","127.09","127.58","127.62","126.64","-2.16%"
"06/19/2013","129.89","130.28","130.39","129.88","-0.30%"
"06/18/2013","130.28","130.27","130.34","130.02","-0.06%"
"06/17/2013","130.36","130.56","130.78","130.27","-0.20%"
"06/14/2013","130.62","130.39","130.78","130.31","0.43%"
"06/13/2013","130.06","129.70","130.50","129.67","0.28%"
"06/12/2013","129.70","130.03","130.16","129.67","-0.17%"
"06/11/2013","129.92","129.88","130.08","129.20","0.08%"
"06/10/2013","129.81","129.97","130.20","129.62","-0.25%"
"06/07/2013","130.14","130.84","131.11","129.92","-0.50%"
"06/06/2013","130.80","130.59","131.44","130.34","0.18%"
"06/05/2013","130.56","130.28","130.94","130.23","0.17%"
"06/04/2013","130.34","130.62","130.62","130.20","-0.06%"
"06/03/2013","130.42","130.28","130.94","129.94","0.13%"
"05/31/2013","130.25","130.56","130.94","129.81","-0.18%"
"05/30/2013","130.48","130.56","130.72","130.17","0.01%"
"05/29/2013","130.47","130.17","130.56","129.59","0.06%"
"05/28/2013","130.39","131.30","131.39","130.08","-0.72%"
"05/24/2013","131.34","131.28","131.61","131.16","0.05%"
"05/23/2013","131.27","131.12","131.73","130.88","0.03%"
"05/22/2013","131.23","132.00","132.38","131.11","-0.52%"
"05/21/2013","131.91","131.81","132.09","131.52","0.08%"
"05/20/2013","131.81","131.89","132.11","131.64","-0.04%"
"05/17/2013","131.86","132.30","132.53","131.78","-0.46%"
"05/16/2013","132.47","131.88","132.53","131.72","0.48%"
"05/15/2013","131.84","131.58","132.03","131.50","0.09%"
"05/14/2013","131.72","131.98","132.16","131.52","-0.19%"
"05/13/2013","131.97","131.98","132.17","131.73","-0.08%"
"05/10/2013","132.08","132.69","132.77","131.88","-0.48%"
"05/09/2013","132.72","132.75","132.98","132.69","-0.05%"
"05/08/2013","132.78","132.67","132.88","132.53","0.12%"
"05/07/2013","132.62","132.77","132.89","132.53","-0.04%"
"05/06/2013","132.67","132.92","132.94","132.64","-0.14%"
"05/03/2013","132.86","133.66","133.72","132.77","-0.58%"
"05/02/2013","133.64","133.62","133.72","133.41","0.02%"
"05/01/2013","133.61","133.36","133.78","133.28","0.19%"
"04/30/2013","133.36","133.42","133.75","133.34","-0.07%"
"04/29/2013","133.45","133.38","133.55","133.34","0.01%"
"04/26/2013","133.44","133.08","133.47","133.05","0.29%"
"04/25/2013","133.06","133.05","133.14","132.89","-0.04%"
"04/24/2013","133.11","133.03","133.20","132.88","0.02%"
"04/23/2013","133.08","133.09","133.56","133.00","-0.01%"
"04/22/2013","133.09","132.95","133.25","132.77","0.07%"
