"Date","Price","Open","High","Low","Change %"
"12/17/2019","128.58","128.73","128.78","128.56","0.04%"
"12/16/2019","128.53","129.00","129.00","128.53","-0.43%"
"12/13/2019","129.09","128.14","129.11","128.02","0.51%"
"12/12/2019","128.44","129.27","129.41","128.27","-0.67%"
"12/11/2019","129.30","128.91","129.34","128.91","0.28%"
"12/10/2019","128.94","129.08","129.22","128.84","-0.05%"
"12/09/2019","129.00","128.91","129.17","128.89","0.07%"
"12/06/2019","128.91","129.22","129.38","128.69","-0.31%"
"12/05/2019","129.31","129.48","129.61","129.09","-0.08%"
"12/04/2019","129.41","129.91","130.05","129.38","-0.43%"
"12/03/2019","129.97","129.03","130.06","128.81","0.84%"
"12/02/2019","128.89","129.17","129.20","128.70","-0.32%"
"11/29/2019","129.30","129.36","129.53","129.16","-0.06%"
"11/28/2019","129.38","129.55","129.62","129.35","0.00%"
"11/27/2019","129.38","129.67","129.69","129.30","-0.24%"
"11/26/2019","129.69","129.55","129.77","129.36","0.13%"
"11/25/2019","129.52","129.44","129.59","129.25","0.05%"
"11/22/2019","129.45","129.47","129.70","129.33","-0.02%"
"11/21/2019","129.48","129.88","130.06","129.39","-0.25%"
"11/20/2019","129.80","129.45","129.89","129.44","0.28%"
"11/19/2019","129.44","129.27","129.50","129.16","0.09%"
"11/18/2019","129.33","129.14","129.45","128.97","0.15%"
"11/15/2019","129.14","129.27","129.31","129.02","-0.15%"
"11/14/2019","129.34","128.73","129.47","128.69","0.35%"
"11/13/2019","128.89","128.33","128.92","128.33","0.28%"
"11/12/2019","128.53","128.39","128.58","128.14","0.11%"
"11/11/2019","128.39","128.25","128.58","128.22","0.00%"
"11/08/2019","128.39","128.42","128.69","128.11","0.00%"
"11/07/2019","128.39","129.20","129.38","127.98","-0.73%"
"11/06/2019","129.33","128.97","129.39","128.94","0.32%"
"11/05/2019","128.92","129.62","129.66","128.86","-0.51%"
"11/04/2019","129.58","130.03","130.08","129.53","-0.34%"
"11/01/2019","130.02","130.27","130.48","129.84","-0.21%"
"10/31/2019","130.30","129.72","130.41","129.53","0.63%"
"10/30/2019","129.48","129.23","129.72","129.11","0.16%"
"10/29/2019","129.27","129.17","129.36","129.05","0.09%"
"10/28/2019","129.16","129.58","129.58","129.05","-0.29%"
"10/25/2019","129.53","129.86","129.97","129.36","-0.24%"
"10/24/2019","129.84","129.83","130.06","129.64","-0.02%"
"10/23/2019","129.86","129.88","130.14","129.77","0.04%"
"10/22/2019","129.81","129.58","129.86","129.47","0.15%"
"10/21/2019","129.62","130.09","130.12","129.53","-0.32%"
"10/18/2019","130.03","129.92","130.17","129.77","0.09%"
"10/17/2019","129.91","130.03","130.19","129.52","-0.05%"
"10/16/2019","129.98","129.80","130.23","129.77","0.16%"
"10/15/2019","129.77","130.28","130.55","129.70","-0.35%"
"10/14/2019","130.22","130.06","130.59","129.94","0.26%"
"10/11/2019","129.88","130.64","130.81","129.72","-0.63%"
"10/10/2019","130.70","131.36","131.75","130.59","-0.44%"
"10/09/2019","131.28","131.75","131.81","131.25","-0.32%"
"10/08/2019","131.70","131.48","131.95","131.20","0.14%"
"10/07/2019","131.52","131.91","131.98","131.41","-0.30%"
"10/04/2019","131.91","131.70","132.03","131.48","0.12%"
"10/03/2019","131.75","131.06","131.97","131.05","0.47%"
"10/02/2019","131.14","130.69","131.25","130.44","0.37%"
"10/01/2019","130.66","130.38","130.92","129.62","0.27%"
"09/30/2019","130.31","130.22","130.39","130.03","-0.06%"
"09/27/2019","130.39","130.22","130.41","129.94","0.08%"
"09/26/2019","130.28","129.92","130.39","129.91","0.25%"
"09/25/2019","129.95","130.58","130.75","129.89","-0.59%"
"09/24/2019","130.72","129.97","130.78","129.92","0.49%"
"09/23/2019","130.08","129.77","130.42","129.58","0.30%"
"09/20/2019","129.69","129.50","129.97","129.38","0.60%"
"09/19/2019","128.92","128.53","129.05","128.53","0.09%"
"09/18/2019","128.81","128.73","129.25","128.67","0.07%"
"09/17/2019","128.72","128.44","128.86","128.44","0.15%"
"09/16/2019","128.53","128.38","128.67","128.25","0.35%"
"09/13/2019","128.08","128.95","129.11","128.06","-0.63%"
"09/12/2019","128.89","129.30","129.78","128.86","-0.35%"
"09/11/2019","129.34","129.38","129.50","129.20","-0.17%"
"09/10/2019","129.56","130.08","130.22","129.25","-0.53%"
"09/09/2019","130.25","130.64","130.67","130.02","-0.37%"
"09/06/2019","130.73","130.67","130.83","130.23","0.05%"
"09/05/2019","130.66","131.53","131.56","130.45","-0.72%"
"09/04/2019","131.61","131.48","131.66","131.22","0.12%"
"09/03/2019","131.45","131.25","131.72","130.86","-0.21%"
"09/02/2019","131.73","131.88","131.88","131.55","-0.11%"
"09/01/2019","131.88","131.76","131.99","131.76","0.63%"
"08/30/2019","131.05","131.09","131.14","130.75","0.08%"
"08/29/2019","130.95","131.31","131.53","130.81","-0.31%"
"08/28/2019","131.36","131.25","131.52","131.12","0.17%"
"08/27/2019","131.14","130.86","131.30","130.84","0.28%"
"08/26/2019","130.78","131.31","131.61","130.75","-0.13%"
"08/23/2019","130.95","130.25","131.16","129.88","0.50%"
"08/22/2019","130.30","130.47","130.73","130.12","-0.18%"
"08/21/2019","130.53","130.75","130.80","130.33","-0.15%"
"08/20/2019","130.73","130.36","130.95","130.36","0.22%"
"08/19/2019","130.44","130.81","130.81","130.30","-0.37%"
"08/16/2019","130.92","130.91","131.09","130.41","-0.02%"
"08/15/2019","130.95","130.44","131.34","130.31","0.33%"
"08/14/2019","130.52","129.67","130.69","129.66","0.53%"
"08/13/2019","129.83","130.28","130.53","129.53","-0.42%"
"08/12/2019","130.38","129.67","130.45","129.61","0.53%"
"08/09/2019","129.69","130.00","130.27","129.55","-0.18%"
"08/08/2019","129.92","129.73","130.02","129.38","-0.18%"
"08/07/2019","130.16","130.02","130.86","129.72","0.30%"
"08/06/2019","129.77","130.16","130.33","129.47","-0.05%"
"08/05/2019","129.84","128.91","130.00","128.84","0.76%"
"08/02/2019","128.86","128.56","129.14","128.45","0.13%"
"08/01/2019","128.69","127.50","128.81","127.14","1.00%"
"07/31/2019","127.42","127.36","127.70","127.02","0.06%"
"07/30/2019","127.34","127.36","127.55","127.23","-0.09%"
"07/29/2019","127.45","127.31","127.50","127.28","0.18%"
"07/26/2019","127.22","127.23","127.38","127.03","-0.05%"
"07/25/2019","127.28","127.53","127.84","127.08","-0.19%"
"07/24/2019","127.52","127.28","127.67","127.27","0.13%"
"07/23/2019","127.36","127.56","127.61","127.28","-0.18%"
"07/22/2019","127.59","127.48","127.69","127.34","0.05%"
"07/19/2019","127.53","127.78","127.86","127.38","-0.09%"
"07/18/2019","127.64","127.45","127.81","127.23","0.22%"
"07/17/2019","127.36","127.03","127.53","126.97","0.35%"
"07/16/2019","126.92","127.20","127.25","126.72","-0.20%"
"07/15/2019","127.17","127.00","127.22","126.84","0.05%"
"07/12/2019","127.11","126.86","127.14","126.78","0.10%"
"07/11/2019","126.98","127.44","127.64","126.75","-0.36%"
"07/10/2019","127.44","127.23","127.58","126.86","0.11%"
"07/09/2019","127.30","127.39","127.50","127.16","-0.16%"
"07/08/2019","127.50","127.47","127.73","127.33","0.02%"
"07/05/2019","127.47","128.25","128.41","127.27","-0.65%"
"07/04/2019","128.30","128.26","128.41","128.24","0.04%"
"07/03/2019","128.25","128.16","128.44","128.14","0.09%"
"07/02/2019","128.14","127.75","128.17","127.72","0.35%"
"07/01/2019","127.69","127.61","127.97","127.53","-0.22%"
"06/28/2019","127.97","127.86","128.00","127.69","0.02%"
"06/27/2019","127.94","127.62","127.95","127.38","0.27%"
"06/26/2019","127.59","128.17","128.19","127.56","-0.41%"
"06/25/2019","128.12","127.97","128.25","127.89","0.14%"
"06/24/2019","127.94","127.64","127.98","127.53","0.33%"
"06/21/2019","127.52","127.80","128.02","127.44","-0.42%"
"06/20/2019","128.06","127.88","128.27","127.67","0.91%"
"06/19/2019","126.91","127.02","127.02","126.83","-0.18%"
"06/18/2019","127.14","126.91","127.50","126.91","0.13%"
"06/17/2019","126.97","126.88","127.05","126.75","0.02%"
"06/14/2019","126.94","127.08","127.28","126.84","-0.05%"
"06/13/2019","127.00","126.70","127.08","126.69","0.28%"
"06/12/2019","126.64","126.44","126.73","126.44","0.16%"
"06/11/2019","126.44","126.39","126.48","126.20","0.00%"
"06/10/2019","126.44","126.58","126.69","126.39","-0.35%"
"06/07/2019","126.89","126.66","127.25","126.58","0.22%"
"06/06/2019","126.61","126.62","126.91","126.52","-0.02%"
"06/05/2019","126.64","126.44","127.06","126.41","0.04%"
"06/04/2019","126.59","126.95","127.05","126.33","-0.24%"
"06/03/2019","126.89","126.31","127.08","126.31","0.40%"
"05/31/2019","126.38","125.75","126.50","125.73","0.55%"
"05/30/2019","125.69","125.38","125.81","125.20","0.06%"
"05/29/2019","125.62","125.41","125.84","125.34","0.18%"
"05/28/2019","125.39","125.02","125.45","124.91","0.04%"
"05/27/2019","125.34","125.32","125.41","125.21","0.02%"
"05/26/2019","125.31","125.32","125.35","125.30","0.34%"
"05/24/2019","124.89","124.94","125.08","124.84","-0.25%"
"05/23/2019","125.20","124.50","125.22","124.47","0.61%"
"05/22/2019","124.44","124.14","124.52","124.09","0.24%"
"05/21/2019","124.14","124.28","124.36","124.03","-0.11%"
"05/20/2019","124.28","124.50","124.59","124.25","-0.16%"
"05/17/2019","124.48","124.52","124.78","124.36","0.05%"
"05/16/2019","124.42","124.69","124.84","124.31","-0.20%"
"05/15/2019","124.67","124.39","124.84","124.31","0.27%"
"05/14/2019","124.33","124.41","124.53","124.25","-0.07%"
"05/13/2019","124.42","124.09","124.56","124.00","0.35%"
"05/10/2019","123.98","124.06","124.22","123.83","0.00%"
"05/09/2019","123.98","123.73","124.27","123.73","0.19%"
"05/08/2019","123.75","123.92","124.19","123.66","-0.22%"
"05/07/2019","124.02","123.94","124.03","123.61","0.32%"
"05/06/2019","123.62","123.56","124.11","123.56","0.23%"
"05/03/2019","123.34","123.25","123.47","122.94","0.14%"
"05/02/2019","123.17","123.61","123.66","123.16","-0.33%"
"05/01/2019","123.58","123.69","124.12","123.47","-0.07%"
"04/30/2019","123.67","123.52","123.72","123.31","0.19%"
"04/29/2019","123.44","123.67","123.70","123.39","-0.19%"
"04/26/2019","123.67","123.39","123.75","123.28","0.23%"
"04/25/2019","123.39","123.52","123.56","123.33","-0.11%"
"04/24/2019","123.53","123.14","123.58","123.11","0.33%"
"04/23/2019","123.12","122.95","123.20","122.91","0.15%"
"04/22/2019","122.94","123.12","123.17","122.92","-0.14%"
"04/19/2019","123.11","123.11","123.11","123.11","-0.02%"
"04/18/2019","123.14","122.86","123.23","122.84","0.23%"
"04/17/2019","122.86","122.84","122.94","122.64","0.02%"
"04/16/2019","122.83","123.16","123.20","122.80","-0.27%"
"04/15/2019","123.16","123.05","123.20","122.97","0.06%"
"04/12/2019","123.09","123.61","123.67","123.03","-0.38%"
"04/11/2019","123.56","123.84","123.86","123.52","-0.19%"
"04/10/2019","123.80","123.59","123.92","123.53","0.13%"
"04/09/2019","123.64","123.45","123.75","123.41","0.15%"
"04/08/2019","123.45","123.62","123.70","123.42","-0.11%"
"04/05/2019","123.59","123.52","123.69","123.27","0.03%"
"04/04/2019","123.55","123.44","123.70","123.42","0.04%"
"04/03/2019","123.50","123.81","123.84","123.41","-0.22%"
"04/02/2019","123.77","123.62","123.86","123.61","0.13%"
"04/01/2019","123.61","124.16","124.17","123.52","-0.49%"
"03/29/2019","124.22","124.41","124.45","124.08","-0.22%"
"03/28/2019","124.50","124.70","124.95","124.33","-0.15%"
"03/27/2019","124.69","124.31","124.97","124.27","0.23%"
"03/26/2019","124.41","124.48","124.52","124.06","0.06%"
"03/25/2019","124.33","124.06","124.67","123.88","0.24%"
"03/22/2019","124.03","123.36","124.27","123.33","0.54%"
"03/21/2019","123.36","123.44","123.69","123.28","0.55%"
"03/20/2019","122.69","122.56","122.72","122.55","0.16%"
"03/19/2019","122.50","122.62","122.70","122.41","-0.07%"
"03/18/2019","122.59","122.70","122.77","122.58","-0.09%"
"03/15/2019","122.70","122.41","122.81","122.41","0.20%"
"03/14/2019","122.45","122.50","122.58","122.34","-0.11%"
"03/13/2019","122.59","122.56","122.62","122.42","-0.02%"
"03/12/2019","122.61","122.25","122.67","122.16","0.16%"
"03/11/2019","122.41","122.47","122.52","122.28","-0.09%"
"03/08/2019","122.52","122.39","122.69","122.33","0.08%"
"03/07/2019","122.42","121.97","122.42","121.95","0.39%"
"03/06/2019","121.94","121.73","122.05","121.69","0.21%"
"03/05/2019","121.69","121.67","121.72","121.47","0.02%"
"03/04/2019","121.67","121.36","121.72","121.31","0.19%"
"03/01/2019","121.44","121.72","121.77","121.36","-0.25%"
"02/28/2019","121.75","122.00","122.17","121.61","-0.14%"
"02/27/2019","121.92","122.30","122.38","121.88","-0.34%"
"02/26/2019","122.33","122.09","122.36","122.06","0.25%"
"02/25/2019","122.03","122.05","122.12","121.92","-0.09%"
"02/22/2019","122.14","121.84","122.28","121.84","0.19%"
"02/21/2019","121.91","122.22","122.25","121.80","-0.20%"
"02/20/2019","122.16","122.30","122.38","122.14","-0.05%"
"02/19/2019","122.22","122.05","122.31","121.94","0.19%"
"02/18/2019","121.99","122.01","122.05","121.95","-0.02%"
"02/17/2019","122.01","122.05","122.06","121.99","-0.03%"
"02/15/2019","122.05","122.17","122.25","121.91","-0.10%"
"02/14/2019","122.17","121.78","122.30","121.70","0.34%"
"02/13/2019","121.75","121.94","121.98","121.66","-0.16%"
"02/12/2019","121.95","122.19","122.20","121.89","-0.14%"
"02/11/2019","122.12","122.33","122.41","122.06","-0.21%"
"02/08/2019","122.38","122.20","122.47","122.19","0.08%"
"02/07/2019","122.28","121.92","122.30","121.91","0.32%"
"02/06/2019","121.89","121.88","122.11","121.81","0.01%"
"02/05/2019","121.88","121.72","121.97","121.59","0.13%"
"02/04/2019","121.72","121.98","122.00","121.62","-0.18%"
"02/01/2019","121.94","122.45","122.53","121.88","-0.43%"
"01/31/2019","122.47","122.11","122.59","122.06","0.39%"
"01/30/2019","122.00","121.75","122.14","121.50","0.18%"
"01/29/2019","121.78","121.47","121.81","121.45","0.23%"
"01/28/2019","121.50","121.34","121.61","121.27","0.07%"
"01/25/2019","121.41","121.70","121.78","121.31","-0.28%"
"01/24/2019","121.75","121.48","121.84","121.41","0.30%"
"01/23/2019","121.39","121.48","121.55","121.22","-0.16%"
"01/22/2019","121.58","121.17","121.62","121.16","0.26%"
"01/21/2019","121.27","121.18","121.30","121.18","0.07%"
"01/20/2019","121.18","121.15","121.18","121.14","0.01%"
"01/18/2019","121.17","121.50","121.55","121.06","-0.29%"
"01/17/2019","121.52","121.77","121.97","121.39","-0.16%"
"01/16/2019","121.72","121.84","121.94","121.61","-0.16%"
"01/15/2019","121.91","121.94","122.19","121.78","0.00%"
"01/14/2019","121.91","121.92","122.28","121.88","-0.03%"
"01/11/2019","121.95","121.62","122.11","121.61","0.19%"
"01/10/2019","121.72","121.80","122.11","121.58","0.00%"
"01/09/2019","121.72","121.66","121.86","121.50","-0.02%"
"01/08/2019","121.75","121.95","122.05","121.61","-0.25%"
"01/07/2019","122.05","122.19","122.47","121.91","-0.20%"
"01/04/2019","122.30","123.16","123.23","122.12","-0.70%"
"01/03/2019","123.16","122.59","123.25","122.22","0.79%"
"01/02/2019","122.19","121.81","122.52","121.81","0.26%"
"01/01/2019","121.87","121.91","121.92","121.77","-0.12%"
"12/31/2018","122.02","121.67","122.12","121.56","0.33%"
"12/28/2018","121.62","121.39","121.81","121.28","0.07%"
"12/27/2018","121.53","120.97","121.59","120.95","0.41%"
"12/26/2018","121.03","121.53","121.64","120.88","-0.33%"
"12/25/2018","121.43","121.61","121.61","121.43","0.02%"
"12/24/2018","121.41","121.08","121.56","121.00","0.31%"
"12/21/2018","121.03","120.94","121.14","120.89","-0.02%"
"12/20/2018","121.06","121.27","121.33","120.89","0.12%"
"12/19/2018","120.92","121.05","121.19","120.89","-0.02%"
"12/18/2018","120.95","120.70","121.05","120.70","0.19%"
"12/17/2018","120.72","120.44","120.77","120.41","0.22%"
"12/14/2018","120.45","120.30","120.64","120.28","0.14%"
"12/13/2018","120.28","120.25","120.39","120.23","0.00%"
"12/12/2018","120.28","120.48","120.50","120.19","-0.14%"
"12/11/2018","120.45","120.66","120.78","120.38","-0.20%"
"12/10/2018","120.69","120.83","120.94","120.61","-0.07%"
"12/07/2018","120.77","120.36","120.80","120.25","0.27%"
"12/06/2018","120.45","120.11","120.89","120.08","0.33%"
"12/05/2018","120.05","120.09","120.15","120.02","-0.03%"
"12/04/2018","120.09","119.86","120.33","119.78","0.33%"
"12/03/2018","119.69","119.38","119.86","119.27","0.12%"
"11/30/2018","119.55","119.47","119.77","119.45","0.11%"
"11/29/2018","119.42","119.31","119.73","119.23","0.03%"
"11/28/2018","119.39","119.23","119.41","119.08","0.12%"
"11/27/2018","119.25","119.25","119.33","119.11","0.09%"
"11/26/2018","119.14","119.33","119.36","119.06","-0.12%"
"11/23/2018","119.28","119.20","119.45","119.12","0.08%"
"11/22/2018","119.19","119.23","119.30","119.12","-0.03%"
"11/21/2018","119.23","119.20","119.27","119.02","-0.09%"
"11/20/2018","119.34","119.23","119.44","119.19","0.03%"
"11/19/2018","119.30","119.25","119.38","119.02","0.12%"
"11/16/2018","119.16","118.81","119.25","118.77","0.29%"
"11/15/2018","118.81","118.69","119.09","118.61","0.05%"
"11/14/2018","118.75","118.50","118.98","118.38","0.19%"
"11/13/2018","118.52","118.42","118.58","118.23","0.11%"
"11/12/2018","118.39","118.17","118.47","118.11","0.23%"
"11/09/2018","118.12","117.75","118.20","117.73","0.29%"
"11/08/2018","117.78","117.80","118.00","117.70","-0.17%"
"11/07/2018","117.98","117.91","118.27","117.72","-0.02%"
"11/06/2018","118.00","118.12","118.23","117.89","-0.12%"
"11/05/2018","118.14","118.05","118.25","118.03","0.08%"
"11/02/2018","118.05","118.67","118.70","117.98","-0.45%"
"11/01/2018","118.58","118.52","118.66","118.34","0.12%"
"10/31/2018","118.44","118.66","118.67","118.36","-0.29%"
"10/30/2018","118.78","118.95","118.98","118.66","-0.14%"
"10/29/2018","118.95","119.02","119.17","118.70","-0.07%"
"10/26/2018","119.03","118.69","119.19","118.67","0.42%"
"10/25/2018","118.53","118.77","118.84","118.44","-0.08%"
"10/24/2018","118.62","118.25","118.86","118.22","0.30%"
"10/23/2018","118.27","117.97","118.66","117.97","0.23%"
"10/22/2018","118.00","117.97","118.12","117.88","0.04%"
"10/19/2018","117.95","118.08","118.19","117.89","-0.16%"
"10/18/2018","118.14","117.86","118.28","117.78","0.08%"
"10/17/2018","118.05","118.12","118.30","117.84","-0.14%"
"10/16/2018","118.22","118.22","118.25","118.05","0.05%"
"10/15/2018","118.16","118.17","118.33","118.14","-0.15%"
"10/12/2018","118.34","118.23","118.44","118.00","-0.04%"
"10/11/2018","118.39","118.20","118.45","117.95","0.54%"
"10/10/2018","117.75","117.80","118.20","117.55","-0.05%"
"10/09/2018","117.81","117.64","117.86","117.47","0.09%"
"10/08/2018","117.70","117.62","117.81","117.42","0.03%"
"10/05/2018","117.67","117.89","117.97","117.52","-0.16%"
"10/04/2018","117.86","117.98","118.03","117.61","-0.22%"
"10/03/2018","118.12","118.75","118.89","117.92","-0.58%"
"10/02/2018","118.81","118.62","118.92","118.61","0.12%"
"10/01/2018","118.67","118.72","118.77","118.52","-0.09%"
"09/28/2018","118.78","118.77","119.00","118.73","0.03%"
"09/27/2018","118.75","118.83","118.98","118.64","0.02%"
"09/26/2018","118.73","118.44","118.86","118.44","0.24%"
"09/25/2018","118.45","118.52","118.56","118.34","-0.14%"
"09/24/2018","118.62","118.70","118.72","118.47","-0.04%"
"09/21/2018","118.67","118.66","118.73","118.53","0.07%"
"09/20/2018","118.59","118.70","118.73","118.44","-0.23%"
"09/19/2018","118.86","118.95","119.00","118.77","-0.10%"
"09/18/2018","118.98","119.48","119.50","118.95","-0.28%"
"09/17/2018","119.31","119.34","119.41","119.19","-0.04%"
"09/14/2018","119.36","119.58","119.59","119.31","-0.19%"
"09/13/2018","119.59","119.56","119.75","119.45","-0.02%"
"09/12/2018","119.61","119.52","119.67","119.52","0.09%"
"09/11/2018","119.50","119.81","119.83","119.45","-0.26%"
"09/10/2018","119.81","119.77","119.89","119.73","0.01%"
"09/07/2018","119.80","120.33","120.34","119.75","-0.42%"
"09/06/2018","120.30","120.12","120.34","120.05","0.17%"
"09/05/2018","120.09","120.11","120.22","119.98","0.02%"
"09/04/2018","120.06","120.33","120.42","120.05","-0.13%"
"09/03/2018","120.22","120.19","120.30","120.14","0.04%"
"09/02/2018","120.17","120.19","120.23","120.16","-0.18%"
"08/31/2018","120.39","120.31","120.50","120.28","0.10%"
"08/30/2018","120.27","120.08","120.33","120.05","0.15%"
"08/29/2018","120.09","120.12","120.25","119.97","0.00%"
"08/28/2018","120.09","120.36","120.41","120.06","-0.21%"
"08/27/2018","120.34","120.61","120.66","120.31","-0.15%"
"08/24/2018","120.52","120.52","120.62","120.36","-0.06%"
"08/23/2018","120.59","120.61","120.70","120.50","-0.02%"
"08/22/2018","120.62","120.58","120.75","120.52","0.14%"
"08/21/2018","120.45","120.67","120.69","120.39","-0.14%"
"08/20/2018","120.62","120.33","120.69","120.28","0.31%"
"08/17/2018","120.25","120.31","120.50","120.22","-0.02%"
"08/16/2018","120.27","120.33","120.41","120.11","-0.14%"
"08/15/2018","120.44","120.06","120.56","120.05","0.27%"
"08/14/2018","120.11","120.16","120.25","120.03","-0.12%"
"08/13/2018","120.25","120.31","120.48","120.12","-0.11%"
"08/10/2018","120.38","119.75","120.41","119.73","0.55%"
"08/09/2018","119.72","119.53","119.80","119.50","0.18%"
"08/08/2018","119.50","119.47","119.59","119.39","0.03%"
"08/07/2018","119.47","119.70","119.75","119.41","-0.22%"
"08/06/2018","119.73","119.61","119.84","119.53","0.10%"
"08/03/2018","119.61","119.30","119.64","119.23","0.23%"
"08/02/2018","119.33","119.17","119.38","119.11","0.13%"
"08/01/2018","119.17","119.41","119.56","119.08","-0.21%"
"07/31/2018","119.42","119.38","119.66","119.34","0.03%"
"07/30/2018","119.38","119.48","119.48","119.25","-0.05%"
"07/27/2018","119.44","119.33","119.52","119.25","0.08%"
"07/26/2018","119.34","119.38","119.56","119.28","-0.27%"
"07/25/2018","119.66","119.55","119.70","119.33","0.08%"
"07/24/2018","119.56","119.56","119.64","119.39","0.07%"
"07/23/2018","119.48","120.02","120.11","119.45","-0.42%"
"07/20/2018","119.98","120.33","120.38","119.95","-0.27%"
"07/19/2018","120.30","120.08","120.42","119.86","0.20%"
"07/18/2018","120.06","120.11","120.25","120.00","-0.05%"
"07/17/2018","120.12","120.19","120.25","120.03","-0.04%"
"07/16/2018","120.17","120.39","120.39","120.00","-0.16%"
"07/13/2018","120.36","120.22","120.39","120.12","0.17%"
"07/12/2018","120.16","120.17","120.25","120.02","-0.07%"
"07/11/2018","120.25","120.23","120.41","120.08","0.19%"
"07/10/2018","120.02","120.12","120.20","120.00","-0.08%"
"07/09/2018","120.12","120.38","120.39","120.09","-0.18%"
"07/06/2018","120.34","120.34","120.62","120.20","0.07%"
"07/05/2018","120.25","120.34","120.42","120.09","-0.02%"
"07/04/2018","120.27","120.34","120.34","120.22","-0.03%"
"07/03/2018","120.31","120.03","120.38","119.94","0.19%"
"07/02/2018","120.08","120.12","120.44","120.03","-0.09%"
"06/29/2018","120.19","120.27","120.30","120.06","0.00%"
"06/28/2018","120.19","120.38","120.45","120.16","-0.17%"
"06/27/2018","120.39","119.98","120.41","119.94","0.32%"
"06/26/2018","120.00","119.95","120.11","119.83","-0.02%"
"06/25/2018","120.03","119.86","120.14","119.86","0.17%"
"06/22/2018","119.83","119.84","119.91","119.64","-0.03%"
"06/21/2018","119.86","119.50","119.92","119.42","-0.09%"
"06/20/2018","119.97","120.12","120.16","120.02","-0.14%"
"06/19/2018","120.14","119.95","120.48","119.95","0.19%"
"06/18/2018","119.91","119.94","120.06","119.88","0.02%"
"06/15/2018","119.89","119.88","120.14","119.84","0.12%"
"06/14/2018","119.75","119.58","119.83","119.55","0.19%"
"06/13/2018","119.52","119.70","119.77","119.25","-0.18%"
"06/12/2018","119.73","119.77","119.83","119.56","-0.03%"
"06/11/2018","119.77","119.86","119.89","119.67","-0.13%"
"06/08/2018","119.92","119.94","120.27","119.80","0.00%"
"06/07/2018","119.92","119.62","120.30","119.48","0.25%"
"06/06/2018","119.62","119.95","119.97","119.58","-0.34%"
"06/05/2018","120.03","119.78","120.17","119.78","0.17%"
"06/04/2018","119.83","120.12","120.16","119.75","-0.28%"
"06/01/2018","120.17","120.55","120.55","119.91","-0.46%"
"05/31/2018","120.73","120.53","120.77","120.27","0.10%"
"05/30/2018","120.61","121.23","121.39","120.27","-0.51%"
"05/29/2018","121.23","119.83","121.30","119.67","1.16%"
"05/28/2018","119.84","119.42","119.98","119.34","0.33%"
"05/27/2018","119.44","119.52","119.52","119.39","-0.35%"
"05/25/2018","119.86","119.48","120.02","119.39","0.30%"
"05/24/2018","119.50","119.41","119.70","119.28","0.09%"
"05/23/2018","119.39","118.88","119.45","118.84","0.43%"
"05/22/2018","118.88","118.88","118.95","118.72","0.03%"
"05/21/2018","118.84","118.72","118.94","118.66","0.00%"
"05/18/2018","118.84","118.47","118.91","118.38","0.27%"
"05/17/2018","118.52","118.50","118.59","118.33","-0.03%"
"05/16/2018","118.55","118.67","118.80","118.44","-0.05%"
"05/15/2018","118.61","119.16","119.22","118.52","-0.54%"
"05/14/2018","119.25","119.38","119.48","119.14","-0.13%"
"05/11/2018","119.41","119.42","119.53","119.31","0.02%"
"05/10/2018","119.39","119.22","119.67","119.20","0.10%"
"05/09/2018","119.27","119.45","119.47","119.19","-0.21%"
"05/08/2018","119.52","119.64","119.72","119.38","-0.14%"
"05/07/2018","119.69","119.62","119.77","119.58","-0.01%"
"05/04/2018","119.70","119.69","119.98","119.56","0.01%"
"05/03/2018","119.69","119.52","119.83","119.44","0.14%"
"05/02/2018","119.52","119.45","119.56","119.25","0.12%"
"05/01/2018","119.38","119.55","119.58","119.36","-0.20%"
"04/30/2018","119.62","119.48","119.66","119.38","0.10%"
"04/27/2018","119.50","119.33","119.55","119.28","0.16%"
"04/26/2018","119.31","119.05","119.39","119.02","0.19%"
"04/25/2018","119.08","119.19","119.28","118.97","-0.21%"
"04/24/2018","119.33","119.31","119.45","119.12","0.00%"
"04/23/2018","119.33","119.48","119.50","119.20","-0.18%"
"04/20/2018","119.55","119.84","119.92","119.47","-0.23%"
"04/19/2018","119.83","120.14","120.20","119.72","-0.26%"
"04/18/2018","120.14","120.45","120.52","120.08","-0.35%"
"04/17/2018","120.56","120.44","120.56","120.31","0.07%"
"04/16/2018","120.47","120.47","120.48","120.22","-0.01%"
"04/13/2018","120.48","120.47","120.62","120.34","0.01%"
"04/12/2018","120.47","120.91","120.97","120.41","-0.31%"
"04/11/2018","120.84","120.72","121.11","120.67","0.06%"
"04/10/2018","120.77","120.92","121.00","120.69","-0.12%"
"04/09/2018","120.91","120.98","121.02","120.72","-0.09%"
"04/06/2018","121.02","120.56","121.06","120.55","0.38%"
"04/05/2018","120.56","120.70","120.73","120.52","-0.22%"
"04/04/2018","120.83","120.91","121.16","120.67","-0.01%"
"04/03/2018","120.84","121.25","121.27","120.80","-0.35%"
"04/02/2018","121.27","121.03","121.38","120.92","0.11%"
"03/29/2018","121.14","120.81","121.19","120.80","0.19%"
"03/28/2018","120.91","121.00","121.28","120.78","0.00%"
"03/27/2018","120.91","120.38","121.05","120.34","0.37%"
"03/26/2018","120.47","120.64","120.73","120.34","-0.12%"
"03/23/2018","120.61","120.55","120.88","120.42","0.07%"
"03/22/2018","120.52","120.11","120.78","120.09","0.48%"
